employer_name,job_title,job_description,job_city,Python,R,SQL,Java,Scala,C++,JavaScript,Excel,Power BI,Tableau,SAS,Apache Spark,Redshift,BigQuery,Airflow,Snowflake
Tata Consultancy Services,Data Engineer,"Role: AWS Data Engineer

Ex- 4 to 8 YRS

Locations- Delhi/NCR, Gurgaon, Bangalore, Ahmedabad, Pune, Indore, Mumbai, Kolkata

Must Have –
• Working on EMR, good knowledge of CDK and setting up ETL and Data pipeline
• Coding - Python
• AWS EMR, Athina, Supergule, Sagemaker, Sagemaker Studio
• Data security & encryption
• ML / AI
• Pipeline
• Redshift
• AWS Lambda

Expectations/Responsibility
• Industry experience in Data Engineering on AWS cloud with glue, redshift , Athena experience.
• Ability to write high quality, maintainable, and robust code, often in SQL, Scala and Python.
• 3+ Years of Data Warehouse Experience with Oracle, Redshift, PostgreSQL, etc. Demonstrated strength in SQL, python/pyspark scripting, data modeling, ETL development, and data warehousing
• Extensive experience working with cloud services (AWS or MS Azure or GCS etc.) with a strong understanding of cloud databases (e.g. Redshift/Aurora/DynamoDB), compute engines (e.g. EMR/Glue), data streaming (e.g. Kinesis), storage (e.g. S3) etc.
• Experience/Exposure using big data technologies (Hadoop, Hive, Hbase, Spark, EMR, etc.)
• AWS engineer provides comprehensive systems administration functions on Amazon Web Services (AWS) infrastructure to include support of AWS products such as: AWS Console root user administration, Key Management, EC2 Compute, S3 Storage, Relational Database Service (RDS), AWS Networking & Content delivery (VPC, Route 53, ELB, etc.) Identity & Access Management, CloudWatch, CloudTrail, Cloud Formation, Auto Scaling, Cost and Usage Reports, and more.
• Train and guide the company’s HR engineering team on developing with aforementioned AWS tools, while also executing on specific deliverables (ingestion, Storage, integration, warehouse, visualization)
• Coach and mentor other technical resources on the team on AWS technologies
• Create ETL piplelines that are highly optimized with very large data sets
• Solve issues with data models and come up with solutions
• Developing and directing software system testing and validation procedures, programming and documentation
• Analyzing user needs and requirements to determine feasibility of design within time and cost constraints
• Provide technology expertise, direction, coordination, and consultation, in the development, integration, launch, scaling, and maintenance of new and existing products and solutions
• Establishes infrastructure technology architectures, standards, test plans, design templates and governance
• Works with the team to define standards and frameworks with regards to coding, programming, and the general development of applications for multiple platforms
• Work with business teams to understand customer issues and to investigate, prototype and deliver new and innovative solutions

FRESHERS DO NOT APPLY.",New Delhi,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
Mercede,Azure Data Engineer-Karnataka-Bangalore,"Azure Data Engineer

Keywords: Microsoft Azure, Azure Data Factory, ADLS, Log Analytics, ELT, Big Data, Azure DevOps, Azure Boards, VSTS Git

Hey, do you want to change the world? Build #TheNextBigThing? Which means implementing ideas that are said to be unachievable? Like it was stated at first about smart chatbots or artificial intelligence. At MBRDI you are dealing with questions, for which there are no answers. Not yet.

About Us

The Corporate Center of Excellence (CoE) for AI, Advanced Analytics and Big Data is working on #TheNextBigThing. Besides conducting cool use cases in the field of Data Analytics and AI, we are inventing, building and running eXtollo a data analytics cloud platform based on Microsoft Azure for Daimler teams around the world. Our users trust in the cross-divisional platform to create secure and scalable cloud applications based on Machine Learning, Artificial Intelligence Big Data technologies. In addition to the provisioning and utilization of the technology we are also responsible for Daimler s data treasure the eXtollo Data Lake.

Role

We are searching you as a Data Engineer to continuously improve eXtollo within an agile working environment. You are expected to work directly with customers to understand their data demands and build end to end pipelines to get the data as they wish. Also be able to understand the current codes, pipelines and scripts which are already in production in a short time and support operations/changes.

Experience of data migration into Azure from various cloud and on-prem is a plus. You are expected to have good exposure to structured query language preferably MS Sql Server. Should be able to do PoC for the new adaptions and work independently with minimal guidance. Data warehouse/data engineering experience is appreciated. Most importantly the candidate should have real hands-on experience rather bookish/training experience.

Responsibilities
• Touch base with customers to collect the requirements and analyze them
• Design and build end-to-end data pipelines to get the data for customers
• Unit testing of the pipelines and UAT support
• Deployment and post production support
• Understand the current codes, pipelines and scripts in production and fix the issues in case of incidents.
• Adapt changes to the existing scripts, codes and pipelines.
• Reviewing design, code and other deliverables created by your team to guarantee high-quality results
• Capable enough to own the PoCs and deliver the results in reasonable time
• Accommodate and accomplish any ad-hoc assignments
• Building CI/CD pipelines in Azure DevOps to deliver our services into various data centers worldwide
• Analyzing and solving incidents in productive environment while avoiding data loss and minimizing service outages
• Challenging current practices, giving feedback to colleagues and encouraging software development best-practices to build the best solution for our users
Job Qualifications

Qualifications
• Bachelor s or Master s degree in Computer Science, Information Technology or equivalent work experience
• 3+ years of full time data engineering experience
• 3+ years of work experience with Azure and Azure Data Factory, Storage accounts and Notebooks
• Skilled in ETL/ELT process. Good working knowledge with ETL tools.
• Must be experienced with Hadoop/Big data eco systems
• Data migration experience from on premise to cloud
• Expertise in structured query language and PL/SQL
• Experienced in Powershell scripting for orchestration
• Exposure to log analytics and debugging
• Good knowledge in DevOps, Continuous Deployment and testing techniques
• Agile development experience
• Fluent English in spoken and written

Preferred Qualifications
• Microsoft Azure Certifications
• Working experience with Data Factory, Data Lake Storage, Role Based Access Control and Log Analytics
• Hands-on experience with Databricks notebooks
• Working experience in an international team or abroad
,

This job is provided by Shine.com",Bengaluru,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
HARMAN International,Data Engineer,"What You Will Do :

Bachelors Master&rsquos degree in information technology/Computer Science, Engineering (or equivalent) ? 7-10 years of experience in Azure Data Engineering.
• Experience working with Hadoop or other Big Data platform and building solutions that deliver value through leveraging data as an asset
• ETL technologies: at least one of the following: SSIS, Talend, Pentaho, Informatica, etc.
• End-to-end Microsoft BI & Data stack: Analytics Platform Server, HD Insight, Stream Insight, SharePoint BI, PowerPivot, Power View
• Applied experience in Reporting Tools like Power BI , Tableau etc.
• Applied experience and skills with API Development
• Applied experience with Cloud platforms including AWS and/or Azure
• Experience working with various types of data sources such as SAP, JDE, legacy ERP systems

Mandatory Skills
• Big Data stack: Spark, Hadoop, Sqoop, Pig, Hive, Hbase, Flume, Kafka, Storm
• Develop data pipelines using Azure Data Factory.
• Develop data storage layer using Azure SQL DB & Azure Data Lake.
• Develop dashboards & Reports using Power BI.
• Knowledge of developing real-time data ingestion pipelines.
• Design & develop data platform using Azure Databricks to process data.
• Develop notebooks & jobs using Python language.
• Understanding of messaging infrastructure like event hub, service bus & notification hub.
• Should have good understanding on Azure Cosmos DB, Azure DW Duties and Responsibilities
• Work with the application development team to implement data strategies, build data flows
• Should have expertise across the database. Responsible for gathering and analyzing data requirements and data flows to other systems
• Lead multiple scrum teams Preferred Interpersonal Skills
• Good verbal and written communication skill
• Team Player
• Team-working &ndash being able to work with others in groups and teams
• Problem solving and decision-making &ndash working with others to identify, define and solve problems, which includes making decisions about the best course of action
• Strong conceptual strength, strategic thinking, problem solving, technical, and analytical skills.
• Ability to ask next level questions anticipating business inquiries and performing root cause analysis What You Need :

Bachelors Master&rsquos degree in information technology/Computer Science, Engineering (or equivalent) ? 7-10 years of experience in Azure Data Engineering.
• Experience working with Hadoop or other Big Data platform and building solutions that deliver value through leveraging data as an asset
• ETL technologies: at least one of the following: SSIS, Talend, Pentaho, Informatica, etc.
• End-to-end Microsoft BI & Data stack: Analytics Platform Server, HD Insight, Stream Insight, SharePoint BI, PowerPivot, Power View
• Applied experience in Reporting Tools like Power BI , Tableau etc.
• Applied experience and skills with API Development
• Applied experience with Cloud platforms including AWS and/or Azure
• Experience working with various types of data sources such as SAP, JDE, legacy ERP systems

Mandatory Skills
• Big Data stack: Spark, Hadoop, Sqoop, Pig, Hive, Hbase, Flume, Kafka, Storm
• Develop data pipelines using Azure Data Factory.
• Develop data storage layer using Azure SQL DB & Azure Data Lake.
• Develop dashboards & Reports using Power BI.
• Knowledge of developing real-time data ingestion pipelines.
• Design & develop data platform using Azure Databricks to process data.
• Develop notebooks & jobs using Python language.
• Understanding of messaging infrastructure like event hub, service bus & notification hub.
• Should have good understanding on Azure Cosmos DB, Azure DW Duties and Responsibilities
• Work with the application development team to implement data strategies, build data flows
• Should have expertise across the database. Responsible for gathering and analyzing data requirements and data flows to other systems
• Lead multiple scrum teams Preferred Interpersonal Skills
• Good verbal and written communication skill
• Team Player
• Team-working &ndash being able to work with others in groups and teams
• Problem solving and decision-making &ndash working with others to identify, define and solve problems, which includes making decisions about the best course of action
• Strong conceptual strength, strategic thinking, problem solving, technical, and analytical skills.
• Ability to ask next level questions anticipating business inquiries and performing root cause analysis",Bengaluru,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
GSPANN Technologies,Azure Data Engineer,"Should have experience in ADLS (Azure Data Lake storage) Experience implementing Azure Data Factory Pipelines using latest technologies and techniques Experience in working on Azure HDInsight Experience in working with Storage Strategy Azure developer should be able to ensure effective Design, Development, Validation and Support activities in line with client needs and architectural requirements Expert in Azure Data Factory, Azure Data Lake Azure SQL Data Warehouse, Azure Functions, Databricks · Comfortable working with Spark, Python, and PowerShell Excellent problem solving, Critical and Analytical thinking skills Strong t-SQL skills with experience in Azure SQL DW DevOps, CI/CD, and Automation experience strongly preferred Able to interact with team members collaboratively Experience handling Structured and unstructured datasets Experience in Data Modelling and Advanced SQL techniques",Hyderabad,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Uber,Data Engineer II,"What You'll Do
• Responsible for defining the Source of Truth (SOT), Dataset design for multiple Uber teams.
• Identify unified data models collaborating with Data Science teams
• Streamline data processing of the original event sources and consolidate them in source of truth event logs
• Build and maintain real-time/batch data pipelines that can consolidate and clean up usage analytics
• Build systems that monitor data losses from different sources and improve the data quality
• Owns the data quality and reliability of the Tier-1 & Tier-2 datasets including maintaining their SLAs, TTL and consumption
• Devise strategies to consolidate and compensate the data losses by correlating different sources
• Solve challenging data problems with cutting-edge design and algorithms.

What You'll Need
• 4+ years of extensive Data engineering experience working with large data volumes and different sources of data.
• Strong data modeling skills, domain knowledge, and domain mapping experience.
• Strong experience in using SQL language and writing complex queries.
• Experience with using other programming languages like Java, Scala, Python
• Good problem-solving and analytical skills
• Good communication, mentoring, and collaboration skills.",Bengaluru,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Cardinal Health,"Sr. Data Engineer, Data Engineering","Job function:

IT Quality Control is responsible for owning and implementing software testing and certification strategies for the enterprise. Debugs problems with software through standard tests and recommends solutions. Conducts defect trend analysis and continuous process improvement. Demonstrates knowledge of requirement and risk based testing principles, theories, concepts and techniques. Establishes internal IT service quality control standards, policies and procedures.

Job duties:

Create Test Strategy, define quality standards for Google Cloud Platform and define metrics to measure the efficiency and testing for applications on Google BigQuery, Dataflow and Airflow. Develop and maintain test automation frameworks, build regression test strategy and continuous testing process.

Skills:
• Ability to create test strategy balancing manual and automated testing
• 8+ years of experience with designing and implementing test frameworks in cloud
• Technical skills – SQL, Java/Python
• Good communication and collaboration skills across teams and business SMEs
• Should exhibit continuous testing mindset
• Knowledge on Devops and CI/CD process
• Develop automated test cases to be used in performance testing or as part of testing
• Identify and implement performance metrics to be measured
• Collaborate with functional and technical teams to identify test data or create through UI and database
• Generate automation or performance testing reports from execution
• Maintain record of test discrepancies, using designated QA tools
• Provide feedback of test results to development and infrastructure teams for resolution
• Review Business Requirements Documents and Functional and Technical Specifications towards determining test data scope
• Oversee defects from initial identification through post-deployment analysis
• Coordinate with other QA engineers, leadership, system administrators, architects and developers

What is expected of you and others at this level:
• Applies advanced knowledge and understanding of concepts, principles, and technical capabilities to manage a wide variety of projects
• Participates in the development of policies and procedures to achieve specific goals
• Recommends new practices, processes, metrics, or models
• Works on or may lead complex projects of large scope
• Projects may have significant and long-term impact
• Provides solutions which may set precedent
• Apply design thinking mindset
• Independently determines method for completion of new projects
• Receives guidance on overall project objectives
• Acts as a mentor to less experienced colleagues

Cardinal Health supports an inclusive workplace that values diversity of thought, experience and background. We celebrate the power of our differences to create better solutions for our customers by ensuring employees can be their authentic selves each day. Cardinal Health is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, ancestry, age, physical or mental disability, sex, sexual orientation, gender identity/expression, pregnancy, veteran status, marital status, creed, status with regard to public assistance, genetic status or any other status protected by federal, state or local law.",Bengaluru,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False
Siemens Energy,Data Engineer (PMK Project),"A Snapshot ofYour Day

A Our team ofdata engineers supports several business teams to get needed data, prepare itproperly for the particular use cases and make it available in an efficientway. You are integrated in the business team and also work on business topics.

One strongexample is the Prescriptive Marketing team. They create forecasts for energymarkets about power prices, demand and other key factors. This is used to helpcustomers to improve their plants and thus their revenues. It is essential alsofor the data engineers to understand the big picture while fulfilling the datarequests.

You discussthe scope of the data and how to make it available, followed by implementingand maintaining data pipelines, normally Python based, with generic setups thatcan be re-used easily to scale up the market models. There is a wide range oftasks, from doing research about data sources up to presenting the data indashboards.

How You’ll Makean Impact
• As a data engineer you willsupport the team by using, building and maintaining ETL tools and pipelines forcollecting, transferring and preparing data for several use case like internalanalytics or consumer facing applications.
• You should be able to deliverrapidly in a reliable manner with the highest quality standards.
• You should be curious,passionate about problem solving, building and self-improving.

WhatYou Bring
• Master’s / bachelor’s degree in computer science or similar with a minimum 5 years of experience in the field of Software Development and Architecture.
• Deliver rapidly in a reliable manner with the highest quality standards
• Curious, passionate about problem solving, building and self-improving
• Experience in Agile development
• Fluent English Skills
• Experience working in and with international teams and stakeholders with different cultures

Technical Skills:
• Highly experienced in relational database setups and data warehouse environments
• Snowflake knowledge is a plus
• Solid experience with building ETL pipelines
• Strong SQL skills (aggregations, windows functions, pivoting etc.)
• Python knowledge
• Solid experience in software development, incl. design patterns is a plus
• Experience with OOP concepts (e. g. Java/C# background) is a plus

Working experience:
• version control systems (Gitlab) and tools like Confluence and Jira
• deployments with CI/CD pipelines
• AWS cloud environments
• Time series data
• integrating and managing structured and unstructured data in cloud based data management systems for example with PostgreSQL or Redshift, Snowflake is a plus
• Tableau dashboards is a plus

About The Team

""Let’s make tomorrowdifferent today"" is our genuine commitment at Siemens Energy to allcustomers and employees on the way to a sustainable future.

Ourteam belongs to the Software Engineering andProduct Development Function within Siemens Energy. Our missionis to grow the digital software business and develop solutions and products forour internal and external customers. This covers from edge data acquisition,data lake and processing up to development of digital twins and apps aroundcustomer assets.

Who is Siemens Energy?

At SiemensEnergy, we are more than just an energy technology company. We meet thegrowing energy demand across 90+ countries while ensuring our climate isprotected. With more than 92,000 dedicated employees, we not only generateelectricity for over 16% of the global community, but we’re also using ourtechnology to help protect people and the environment.

Ourglobal team is committed to making sustainable, reliable, and affordable energya reality by pushing the boundaries of what is possible. We uphold a 150-yearlegacy of innovation that encourages our search for people who will support ourfocus on decarbonization, new technologies, and energy transformation.

Our Commitment to Diversity

Lucky for us, we are not all the same.Through diversity we generate power. We run on inclusion and our combinedcreative energy is fueled by over 130 nationalities. Siemens Energy celebratescharacter – no matter what ethnic background, gender, age, religion, identity,or disability. We energize society, all of society, and we do not discriminatebased on our differences.

Rewards/Benefits
• The opportunity to engage inan exciting environment on challenging projects
• Strong professional supportand working with colleagues around the world
• Professional developmentopportunities within the company
• To be part of a growingfunction with a dynamic, informal, and inspiring working environment in aposition that entails a large responsibility
• Medical benefits
• Remote/Flexible work
• Time off/Paid holidays
• Parental leave
• Continual learning throughthe Learn@Siemens-Energy platform

https://jobs.siemens-energy.com/jobs",Gurugram,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True
Snowflake,Data Engineer,"Build the future of data. Join the Snowflake team.

Snowflake started with a clear vision: make modern data warehousing effective, affordable, and accessible to all data users. Because traditional on-premises and cloud solutions struggle with this, Snowflake developed an innovative product with a new built-for-the-cloud architecture that combines the power of data warehousing, the flexibility of big data platforms, and the elasticity of the cloud at a fraction of the cost of traditional solutions.

In addition, Snowflake’s culture was built on the following values that are even more important to us today:
• Put Customers First. We only succeed when our customers succeed
• Integrity Always. Be open, honest, and respectful
• Think Big. Be ambitious and have big goals
• Be Excellent. Quality and excellence count in everything we do
• Get It Done. Results matter!
• Own It
• Make Each Other the Best
• Embrace each others’ Differences

Job Description
• Interface with data scientists, product managers, and business stakeholders to understand data needs and help build data infrastructure that scales across the company
• Drive the design, building, and launching of new data models and data pipelines in production
• Build data expertise and own data quality for allocated areas of ownership
• Align to Product roadmap in building tools for data platform users
• Mature requirement and follow design develop and communicate model using Agile methodology for data ingestion and data tooling.

MINIMUM QUALIFICATION
• Expertise in SQL statements and modeling concepts.
• Must be aware of the cloud environment from data ingestion and modeling perspective.
• Must be strong in python
• Experience with Apache Airflow is highly desirable.
• schema design and dimensional data modeling.
• custom ETL design, implementation and maintenance.
• object-oriented programming languages.
• Understanding of API and connectors is highly desirable
• analyzing data to identify deliverables, gaps and inconsistencies.
• Experience in data warehouse space.

PREFERRED QUALIFICATION :
• BE/BTECH in Computer Science, IT or other technical field.
• Experience with data ingestions and data analytics.
• 4 years experience using Python and SQL, .",Pune,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True
PepsiCo,Data Engineer,"Overview

This role is with the Global business services arm of Media Center of Excellence (CoE) at PepsiCo.

In this role, you will play a key role in shaping the future of media measurement strategy for PepsiCo, esp. with focus on building an understanding role of media as key Growth Driver thru ROI and related analytics.

You will be laying down strong data foundation through implementation of process & technology.

This role is the backbone of media measurement agenda at Pepsico and is responsible for building data systems and pipelines to feed into prescriptive and predictive modeling by establishing and enhancing process around data capture, storage, quality and reliability.

You will work with Media, Data engineering, Data Science and IT teams globally and within AMESA sector to identify best practices in the industry and across all PepsiCo’s brands, providing support to codify and scale best in-class methods that inspire continuous improvement in marketing effectiveness and ROIs.

Responsibilities
• Collect, structure, analyze, organize and maintain RAW data from various data sources needed for creating predictive models in structured databases in order to ensure faster model building
• Partner with PepsiCo functional teams, agencies and third parties to build seamless process for acquiring, tagging, cataloging and managing all media, Nielsen and internal data periodically in structured format as needed for measurement statistical models
• Design, build and codify data structures in efficient way to periodically feed in raw data from various internal and external sources and also manage and house model outputs for quick input to businesses;
• Build data systems and pipelines as per business needs and objectives, in this case prepare data to feed specifically to MMM and media measurement models or any descriptive or prescriptive analysis
• Promote data consistency globally to support common standards and analytics
• Establish periodic data verification processes to ensure data accuracy
• Build new technologies and algorithms to optimize any business process around creation and maintenance of databases/data lakes running of batch processes for data updation

Qualifications
• 3-6 years of experience in the field of data structures, building and managing data lakes
• Hands on experience in building database/Data Management Solutions
• Mandatory experience Python, Data modelling, data pipeline set up and meta data management
• Experience in relational databases as well as unstructured data streams
• Experience with schema design and dimensional data modeling (for ex: using data vault/snowflake/star schema)
• Hands on experience, Airflow (or any other Orchestration tools)
• Hands on experience in AWS (or any other cloud operator)
• Good to have experience on technologies like, DBT
• Good to have experience in data engineering teams in consulting or ecom/telecom sector
• Desirable - Experience optimizing larger applications to increase speed, scalability, and extensibility
• Educational Background- BE/B T ECH/ MS in computer science or related technical field",Peeramcheru,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
HTC Global Services,Data Engineer-GCP,"Greetings from HTC Global Services

We are hiring Data Engineer- GCP

Skills Required:

Data Engineer- GCP

Experience with Big query, Terraform ,Hive

Experience:

3+ Years

Location:

Chennai

Notice:

Looking for candidates who can join within 15 days.

Interested candidates please drop your resume to sunitha.manohar@htcinc.com

Regards

Sunitha",Chennai,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HP,Senior Data Engineer,"The Company

HP is a Fortune 100 technology company with $58+ Billion in revenue, with over 50,000 employees operating in more than 170 countries around the world. We provide technology and services that help people and companies address their problems and challenges, and realize their possibilities, aspirations and dreams. We apply new thinking and ideas to create simpler, more valuable and trusted experiences with technology, continuously improving the way our customers live and work.

Position background

In the GTM analytics COE our mission is to deliver impact by building machine learning products to optimize pricing and marketing investments and provide guidance to our sales organization.

As a Big Data Engineer, you will be in a unique position to support the development one of our internal assets. You will work together with the project and asset team to understand the end state in which the data must be delivered and you will model the data using Big Data technologies like Spark.

We offer an international experience, collaborative culture, top rate experience in AI and ML and opportunity to create significant real-world impact.

What You Will Do

Create / Maintain ETL pipelines.

Ensure that processes are optimized.

Use Spark to model big volumes of data.

Contribute to the database architecture, design and implementation.

What You Will Need

Bachelor’s in computer engineering, Computer Science, Electrical Engineering, Robotics or a related field

2+ years on a similar role.Ability to work independently under a fast-paced environment, comfortable to deliver results under pressure.

You Have Strong Problem-solving Skills.Agile Experience.

Experience with modern application lifecycle management tools (Git, Visual Studio, Intellij, Code Reviews).

Proficient in at least one of the following languages: Python, PySpark, Scala, Spark, SparkR.

Experience with SQL & NoSQL databases is preferred (PostgreSQL, MongoDB, Elastic Search).

Experience in working with DataIku DSS software.

Strong analytical skills with demonstrated problem solving ability.

Who We Are

At HP, we believe in the power of ideas. We use ideas to put technology to work for everyone. And we believe that ideas thrive best in a culture of teamwork. That is why everyone – at every level in every function, is encouraged to think big, have original ideas and express and share them. We trust anything can be achieved if you really believe in it, and we will invest in your ideas to change lives and the way people work. This vision is what sets us apart as a company. At HP, we work across borders and without limits. Global virtual teams share resources, pool their big ideas to solve our biggest business opportunities. Everyone is valued for the unique skills, experiences and perspective they bring. That’s how we work at HP. And this is how ideas and people grow.

About HP

You’re out to reimagine and reinvent what’s possible—in your career as well as the world around you.

So are we. We love taking on tough challenges, disrupting the status quo, and creating what’s next. We’re in search of talented people who are inspired by big challenges, driven to learn and grow, and dedicated to making a meaningful difference.

HP is a technology company that operates in more than 170 countries around the world united in creating technology that makes life better for everyone, everywhere.

Our history: HP’s commitment to diversity, equity and inclusion – it's just who we are.

From the boardroom to factory floor, we create a culture where everyone is respected and where people can be themselves, while being a part of something bigger than themselves. We celebrate the notion that you can belong at HP and bring your authentic self to work each and every day. When you do that, you’re more innovative and that helps grow our bottom line. Come to HP and thrive!",Bengaluru,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
DataTheta,Azure Data Engineer,"Experience Required: 5-10 Years

Location: Noida/Chennai

Azure Data Engineer | Job Description
• Dev / Architect
• 2+ years of experience in Azure cloud data stack such as Synapse/DW, Azure SQL DB, Azure Blob Storage
• 1+ years of experience in Logic Apps
• 3+ years of experience in Python
• 5+ years of experience in SQL
• 3+ years of experience in Databricks
• 2+ years of experience in Azure/AWS Lambda Functions
• 2+ years of experience in Microservices (REST) architecture
• Ability to project manage and work within an agile, flexible environment.
• Performs peer reviews for other data engineers’ work.
• Ensuring adherence to programming and documentation policies, software development, testing and release.
• Develop modeling, design, and coding practices.
• Experience with Lean / Agile development methodologies
• Positive attitude with great collaboration and communication skills",Noida,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Tech Mahindra,GCP Data Engineer,"Job Role - GCP Data Engineer
• Looking only GCP Data Engineers. (GCP Certification is not mandatory)
• Experience should be 4-8 Years Max.
• Candidates should be aware about BigQuery, Data Flow, Composures.
• GCP Services, SQL, Migration Process
• Migration Tools ( Plate spin, Cloud Physics, Stratozone)
• Work Location Pune/Bangalore/Noida/Chennai",Bengaluru,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
MOURI Tech,Sr. Data Engineer,"Hi Folks,

Greetings from Mouritech!!

We are hiring for Sr. Data Engineer

Mandatory Skill: Data Engineer, Python, SQL, DWH & GCP

Location: Gurgaon (Hybrid)

Exp: 4+ Yrs to 12 Yrs

Notice Period: Immediate to 30 Days Serving.

If interested pls share your profile on below mail id

surabhim.in@mouritech.com.",Gurugram,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
NAB,Senior Data Engineer [T500-7047],"Essential Skills:
• Advanced SQL skills (or equivalent database querying language), Database SQL skills (MySQL preferably), Able to write complex queries (subquery, window function, CTE, removing duplication), Able to analyse query bottleneck by “Explain” command.
• Construct RMDB database-Database modelling skills, Able to operate DDL (stored procedure, indexing, trigger, table, materialised view, view), Understand database modelling (normalisation)
• Develop, maintain and Implement Power BI dashboards,
• Understand batch job process, able to modify it, and solve batch job issue- Python (ODBC DB connection, Pandas, XML handling), PowerShell (General PS command), ETL experience.
• Extract meaningful insights out of the data.
• AWS experience -AWS EC2, RDS monitoring, parameter store
• Aware of GitHub skills- Merge/pull request/resolving conflicts, Pull/push.
• Translate business information requirements into a meaningful set of SQL queries.
• Develop and maintain key reporting metrics that drive business performance.
• Creating Views, Stored Procedures and Materialised Views in MySQL.
• Ability to parse XML tags into SQL human readable tables.

Job Requirements:
• Advanced SQL skills (or equivalent database querying language)
• 6+ years’ experience working in a similar role.
• 6+ years of experience working with BI tools such as Power BI
• Proficient in Python language
• Data Science enthusiast
• Understand Jenkin pipeline, Jira & Confluence
• Advanced MS Office skills, including Excel, PowerPoint, Access etc.
• Ability to deal with ambiguity, solve complex problems, and navigate large, global organisations.
• Self-motivated, assertive, analytical, and comfortable working in a fast-paced environment
• Stakeholder management

Department : Group Security

Sub Department : Cyber Security

Job code : AAZA01",Gurugram,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
SID Global Solutions,Senior Data Engineer(8+yrs),"Skillset: SQL, AWS Stack, Python, Redshift/MYSQL

Roles & Responsibilities:

Require applicant to have hands on experience of knowledge of any Database. But prefer MySQL & Redshift

Hands on Python programming.

Working knowledge on S3

AWS certification is a nice to have

Must be punctual and follow deadlines and deliver on time.

Must be able to clearly communicate with stakeholders and team",Hyderabad,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
InVisions Ltd.,Data Engineer,"Hello people,

We are happy to assist the product and service company “Saras Analytics” in welcoming new Data Engineers to the team.

Now, a little bit about the company and the product:

Saras Analytics is a rapidly growing data management and analytics advisory firm with offices in Austin, USA and Hyderabad, India. We are a group of engineers and analysts focused on accelerating growth for e-commerce and digital businesses by setting up or transforming their data (analytics & BI) ecosystems and providing further analytics services. We are laser focused on providing the best ROI for our clients and leave no stone unturned in our quest to provide the best results for our customers.

We are an employee-centric organization and, to meet the ever-growing demand for our services, are looking for individuals who share our passion to make a difference and would be great additions to our analytics and growth consulting practice.

How Saras Analytics describes your role:

As a Data Engineer at Saras Analytics, you will be responsible for building and maintaining large-scale data pipelines as well as create and data pipelines that deal with large volumes of data.

You will deal with:
• Database programming using multiple flavors of SQL and Python.
• Understand and translate data, analytic requirements and functional needs into technical requirements.
• Build and maintain data pipelines to support large scale data management projects.
• Ensure alignment with data strategy and standards of data processing.
• Deploy scalable data pipelines for analytical needs.
• Big Data ecosystem - on-prem (Hortonworks/MapR) or Cloud (Dataproc/EMR/HDInsight).
• Work with Hadoop, Pig, SQL, Hive, Sqoop and SparkSQL.
• Experience in any orchestration/workflow tool such as Airflow/Oozie for scheduling pipelines.
• Exposure to latest cloud ETL tools such as Glue/ADF/Dataflow.
• Understand and execute IN memory distributed computing frameworks like Spark (and/or DataBricks) and its parameter tuning, writing optimized queries in Spark.
• Hands-on experience in using Spark Streaming, Kafka and Hbase.

What you bring with you:
• 4 to 6 years of experience in building data processing applications using Hadoop, Spark and NoSQL DB and Hadoop streaming. Exposure to latest cloud ETL tools such as Glue/ADF/Dataflow is a plus.
• Expertise in data structures, distributed computing, manipulating and analyzing complex high-volume data from variety of internal and external sources.
• Experience in building structured and unstructured data pipelines.
• Proficient in programming language such as Python/Scala.
• Good understanding of data analysis techniques.
• Solid hands-on working knowledge of SQL and scripting.
• Good understanding of in relational/dimensional modelling and ETL concepts.
• Understanding of any reporting tools such as Looker, Tableau, Qlikview or PowerBI.
• Degree: Bachelor of Engineering - BE, Bachelor of Science - BS, Master of Engineering - MEng, Master of Science – MS or equivalent work experience.

Eligibility:
• Significant technical academic course work or equivalent work experience.
• Excellent communication and interpersonal skills.
• Willingness to work under labor contract, B2B contract is an option too.
• Dedicate 40 hours/weekly to Saras Analytics.

Let’s connect and check if we match!

You can state your interest by sending your CV and we will get in touch with the short-listed candidates.

We treat your personal information with respect and confidentiality, guaranteed and protected by the professional ethics, the Bulgarian and European law.

“InVisions” agency license № 2420 from 19.12.2017.",Hyderabad,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
